"Judet","Localitate","Cod Siruta","SRC: https://data.gov.ro/dataset/unitati-administrativ-teritoriale-coduri-siruta/resource/6772b5e3-2444-4bf2-8dcb-162fce602d28?view_id=f1d92021-8b11-4f0c-adcb-4fe3a265c4fd"
"Alba","Alba  Iulia",1017,
"Alba","Aiud",1213,
"Alba","Blaj",1348,
"Alba","Sebes",1874,
"Alba","Abrud",1151,
"Alba","Baia  De  Aries",2915,
"Alba","Campeni",1455,
"Alba","Cugir",1696,
"Alba","Ocna  Mures",1794,
"Alba","Teius",8096,
"Alba","Zlatna",1936,
"Alba","Albac",2130,
"Alba","Almasu Mare",2309,
"Alba","Arieseni",2381,
"Alba","Avram  Iancu",2577,
"Alba","Berghin",2988,
"Alba","Bistra",3039,
"Alba","Blandiana",3397,
"Alba","Bucerdea Granoasa",9026,
"Alba","Bucium",3459,
"Alba","Cenade",3761,
"Alba","Cergau",3805,
"Alba","Ceru Bacainti",3841,
"Alba","Cetatea  De  Balta",3958,
"Alba","Ciugud",1071,
"Alba","Ciuruleasa",4008,
"Alba","Calnic",4106,
"Alba","Cricau",4142,
"Alba","Craciunelul De Jos",4188,
"Alba","Cut",9019,
"Alba","Daia  Romana",4240,
"Alba","Dostat",4268,
"Alba","Farau",4302,
"Alba","Galda De Jos",4366,
"Alba","Garbova",4482,
"Alba","Garda De Sus",4525,
"Alba","Hoparta",4703,
"Alba","Horea",4767,
"Alba","Ighiu",4927,
"Alba","Intregalde",4981,
"Alba","Jidvei",5103,
"Alba","Livezile",5167,
"Alba","Lopadea Noua",5210,
"Alba","Lunca  Mures",5309,
"Alba","Lupsa",5336,
"Alba","Metes",5577,
"Alba","Mihalt",5700,
"Alba","Miraslau",5755,
"Alba","Mogos",5826,
"Alba","Noslac",6048,
"Alba","Ocolis",6119,
"Alba","Ohaba",6164,
"Alba","Pianu",6217,
"Alba","Poiana  Vadului",6271,
"Alba","Ponor",6397,
"Alba","Posaga",6468,
"Alba","Radesti",6547,
"Alba","Rimetea",6592,
"Alba","Ramet",6627,
"Alba","Rosia Montana",6761,
"Alba","Rosia De Secas",6930,
"Alba","Salciua",6976,
"Alba","Salistea",7044,
"Alba","Sasciori",7099,
"Alba","Scarisoara",7197,
"Alba","Sancel",7348,
"Alba","Santimbru",7384,
"Alba","Sohodol",7446,
"Alba","Stremt",7767,
"Alba","Sibot",7810,
"Alba","Sona",7865,
"Alba","Spring",7945,
"Alba","Sugag",8014,
"Alba","Unirea",8158,
"Alba","Vadu Motilor",8229,
"Alba","Valea  Lunga",8354,
"Alba","Vidra",8425,
"Alba","Vintu De Jos",8826,
"Arad","Arad",9262,
"Arad","Chişineu-Criş",9459,
"Arad","Curtici",9495,
"Arad","Ineu",9538,
"Arad","Lipova",9574,
"Arad","Nădlac",9627,
"Arad","Pâncota",9654,
"Arad","Pecica",11584,
"Arad","Sântana",12091,
"Arad","Sebiş",9690,
"Arad","Almaş",9743,
"Arad","Apateu",9798,
"Arad","Archiş",9832,
"Arad","Bata",9887,
"Arad","Beliu",9930,
"Arad","Birchiş",10006,
"Arad","Bârsa",10051,
"Arad","Bârzava",10104,
"Arad","Bocsig",10195,
"Arad","Brazii",10239,
"Arad","Buteni",10293,
"Arad","Cărand",10346,
"Arad","Cermei",10373,
"Arad","Chisindia",10417,
"Arad","Conop",10453,
"Arad","Covăsânţ",10514,
"Arad","Craiva",10532,
"Arad","Dezna",10649,
"Arad","Dieci",10701,
"Arad","Dorobanţi",12912,
"Arad","Fântânale",9280,
"Arad","Felnac",10827,
"Arad","Frumuşeni",12920,
"Arad","Ghioroc",10872,
"Arad","Grăniceri",10916,
"Arad","Gurahonţ",10943,
"Arad","Hălmagiu",11058,
"Arad","Hălmăgel",11174,
"Arad","Hăşmaş",11236,
"Arad","Igneşti",11307,
"Arad","Iratoşu",11352,
"Arad","Livada",9333,
"Arad","Macea",11398,
"Arad","Mişca",11423,
"Arad","Moneasa",11478,
"Arad","Olari",11502,
"Arad","Păuliş",11539,
"Arad","Peregu - Mare",11637,
"Arad","Petriş",11664,
"Arad","Pilu",11735,
"Arad","Pleşcuţa",11762,
"Arad","Săvârşin",11842,
"Arad","Secusigiu",11940,
"Arad","Seleuş",11995,
"Arad","Semlac",12037,
"Arad","Sintea - Mare",12055,
"Arad","Socodor",12126,
"Arad","Şagu",12144,
"Arad","Şeitin",12206,
"Arad","Şepreuş",12224,
"Arad","Şicula",12242,
"Arad","Şilindia",12288,
"Arad","Şimand",12340,
"Arad","Şiria",12368,
"Arad","Şiştarovăţ",12402,
"Arad","Şofronea",9360,
"Arad","Tauţ",12457,
"Arad","Târnova",12509,
"Arad","Ususău",10765,
"Arad","Vărădia De Mureş",12572,
"Arad","Vinga",12643,
"Arad","Vârfurile",12689,
"Arad","Vladimirescu",9397,
"Arad","Zăbrani",12778,
"Arad","Zădăreni",12938,
"Arad","Zărand",12812,
"Arad","Zerind",12849,
"Arad","Zimandul Nou",12876,
"Arges","Pitesti",13169,
"Arges","Campulung",13490,
"Arges","Curtea De Arges",13622,
"Arges","Mioveni",13301,
"Arges","Costesti",13668,
"Arges","Topoloveni",13757,
"Arges","Stefanesti",13392,
"Arges","Albestii De Arges",13819,
"Arges","Albestii De Muscel",13891,
"Arges","Albota",13935,
"Arges","Aninoasa",13999,
"Arges","Arefu",14049,
"Arges","Bascov",13187,
"Arges","Babana",14085,
"Arges","Baiculesti",14165,
"Arges","Balilesti",14272,
"Arges","Beleti-Negresti",14352,
"Arges","Berevoesti",14405,
"Arges","Birla",14450,
"Arges","Bogati",14584,
"Arges","Boteni",14673,
"Arges","Botesti",14726,
"Arges","Bradu",13276,
"Arges","Bradulet",14753,
"Arges","Budeasa",14851,
"Arges","Bughea De Jos",14922,
"Arges","Buzoiesti",14940,
"Arges","Caldararu",15064,
"Arges","Calinesti",15108,
"Arges","Cateasca",15233,
"Arges","Cepari",15313,
"Arges","Cetateni",15402,
"Arges","Cicanesti",15448,
"Arges","Ciofrangeni",15493,
"Arges","Ciomagesti",15554,
"Arges","Cocu",15652,
"Arges","Corbeni",15741,
"Arges","Corbi",15830,
"Arges","Cosesti",15901,
"Arges","Cotmeana",15983,
"Arges","Cuca",16132,
"Arges","Davidesti",16285,
"Arges","Dambovicioara",16329,
"Arges","Darmanesti",16365,
"Arges","Dobresti",16427,
"Arges","Domnesti",16454,
"Arges","Dragoslavele",16472,
"Arges","Draganu",16506,
"Arges","Godeni",16551,
"Arges","Harsesti",16613,
"Arges","Hartiesti",16659,
"Arges","Izvoru",16739,
"Arges","Leordeni",16757,
"Arges","Leresti",16908,
"Arges","Lunca Corbului",16944,
"Arges","Malureni",17049,
"Arges","Maracineni",13365,
"Arges","Merisani",17101,
"Arges","Micesti",17209,
"Arges","Mihaesti",17254,
"Arges","Mioarele",17334,
"Arges","Mirosi",17398,
"Arges","Moraresti",17423,
"Arges","Mosoaia",17496,
"Arges","Mozaceni",17575,
"Arges","Musatesti",17619,
"Arges","Negrasi",17726,
"Arges","Nucsoara",17771,
"Arges","Oarja",17824,
"Arges","Pietrosani",17851,
"Arges","Poiana Lacului",18028,
"Arges","Poienarii De Arges",17913,
"Arges","Poienarii De Muscel",17968,
"Arges","Popesti",18162,
"Arges","Priboieni",18242,
"Arges","Ratesti",18331,
"Arges","Recea",18411,
"Arges","Rociu",18475,
"Arges","Rucar",18527,
"Arges","Salatrucu",18554,
"Arges","Sapata",18581,
"Arges","Schitu Golesti",18670,
"Arges","Slobozia",18741,
"Arges","Stalpeni",18778,
"Arges","Stoenesti",18858,
"Arges","Stolnici",18938,
"Arges","Suseni",19007,
"Arges","Stefan Cel Mare",19114,
"Arges","Suici",19141,
"Arges","Teiu",19212,
"Arges","Tigveni",19249,
"Arges","Titesti",19338,
"Arges","Uda",19392,
"Arges","Ungheni",19560,
"Arges","Valea Danului",19631,
"Arges","Valea Iasului",19695,
"Arges","Valea Mare Pravat",13524,
"Arges","Vedea",19793,
"Arges","Vladesti",19999,
"Arges","Raca",20048,
"Arges","Vulturesti",20055,
"Arges","Bughea De Sus",20063,
"Bacau","Bacau",20297,
"Bacau","Onesti",20563,
"Bacau","Moinesti",20876,
"Bacau","Buhusi",20778,
"Bacau","Comanesti",20821,
"Bacau","Darmanesti",22166,
"Bacau","Slanic Moldova",20910,
"Bacau","Tg. Ocna",20965,
"Bacau","Agas",21007,
"Bacau","Ardeoani",21098,
"Bacau","Asau",21123,
"Bacau","Balcani",21196,
"Bacau","Beresti- Bistrita",21249,
"Bacau","Beresti-Tazlau",21338,
"Bacau","Berzunti",21418,
"Bacau","Barsanesti",21454,
"Bacau","Blagesti",21506,
"Bacau","Bogdanesti",21560,
"Bacau","Brusturoasa",21597,
"Bacau","Buhoci",21668,
"Bacau","Casin",21720,
"Bacau","Caiuti",21757,
"Bacau","Cleja",21855,
"Bacau","Colonesti",21891,
"Bacau","Corbasca",21971,
"Bacau","Cotofanesti",22059,
"Bacau","Damienesti",22111,
"Bacau","Dealu Morii",22237,
"Bacau","Dofteana",22380,
"Bacau","Faraoani",22460,
"Bacau","Filipeni",22488,
"Bacau","Filipesti",22576,
"Bacau","Gaiceana",22665,
"Bacau","Ghimes-Faget",22718,
"Bacau","Garleni",22781,
"Bacau","Glavanesti",22834,
"Bacau","Gura Vaii",20607,
"Bacau","Helegiu",22898,
"Bacau","Hemeiusi",20313,
"Bacau","Horgesti",22941,
"Bacau","Huruiesti",23047,
"Bacau","Izvoru Berheciului",23127,
"Bacau","Letea Veche",20359,
"Bacau","Lipova",23207,
"Bacau","Livezi",23289,
"Bacau","Luizi Calugara",23350,
"Bacau","Magiresti",23387,
"Bacau","Magura",20411,
"Bacau","Margineni",20466,
"Bacau","Manastirea Casin",23449,
"Bacau","Motoseni",23494,
"Bacau","Negri",23644,
"Bacau","Nicolae Balcescu",23715,
"Bacau","Oituz",23797,
"Bacau","Oncesti",23868,
"Bacau","Orbeni",23948,
"Bacau","Palanca",23975,
"Bacau","Parava",24034,
"Bacau","Parincea",24089,
"Bacau","Pancesti",24187,
"Bacau","Pargaresti",24276,
"Bacau","Parjol",24338,
"Bacau","Plopana",24427,
"Bacau","Podu Turcului",24524,
"Bacau","Poduri",24631,
"Bacau","Racova",24711,
"Bacau","Racaciuni",24766,
"Bacau","Rosiori",24999,
"Bacau","Rachitoasa",24837,
"Bacau","Sascut",25068,
"Bacau","Sanduleni",25148,
"Bacau","Saucesti",25228,
"Bacau","Scorteni",25291,
"Bacau","Secuieni",25362,
"Bacau","Solont",25488,
"Bacau","Stanisesti",25521,
"Bacau","Stefan Cel Mare",20670,
"Bacau","Strugari",25629,
"Bacau","Tamasi",25692,
"Bacau","Tatarasti",25745,
"Bacau","Tg.Trotus",25825,
"Bacau","Traian",25861,
"Bacau","Ungureni",25932,
"Bacau","Urechesti",26029,
"Bacau","Valea Seaca",26083,
"Bacau","Vultureni",26118,
"Bacau","Zemes",26289,
"Bacau","Sarata",26320,
"Bacau","Buciumi",26338,
"Bacau","Gioseni",26346,
"Bacau","Ododesti",26353,
"Bacau","Prajesti",26361,
"Bacau","Itesti",26379,
"Bihor","Beius",26804,
"Bihor","Marghita",26877,
"Bihor","Oradea",26564,
"Bihor","Salonta",26975,
"Bihor","Alesd",26699,
"Bihor","Nucet",26920,
"Bihor","Sacuieni",30915,
"Bihor","Stei",26840,
"Bihor","Valea Lui Mihai",32027,
"Bihor","Vascau",27007,
"Bihor","Abram",27070,
"Bihor","Abramut",27169,
"Bihor","Astileu",26742,
"Bihor","Auseu",27212,
"Bihor","Avram Iancu",27285,
"Bihor","Balc",27329,
"Bihor","Batar",27383,
"Bihor","Biharia",27436,
"Bihor","Boianu Mare",27506,
"Bihor","Borod",27560,
"Bihor","Bors",27631,
"Bihor","Bratca",27686,
"Bihor","Brusturi",27757,
"Bihor","Budureasa",27846,
"Bihor","Buduslau",27908,
"Bihor","Bulz",27935,
"Bihor","Buntesti",27971,
"Bihor","Cabesti",28077,
"Bihor","Capalna",28139,
"Bihor","Carpinet",28193,
"Bihor","Cefa",28246,
"Bihor","Ceica",28335,
"Bihor","Cetariu",28415,
"Bihor","Cherechiu",28497,
"Bihor","Chislaz",28530,
"Bihor","Ciuhoi",28610,
"Bihor","Ciumeghiu",28665,
"Bihor","Campani",28709,
"Bihor","Cociuba Mare",28763,
"Bihor","Copacel",28816,
"Bihor","Cristioru De Jos",28889,
"Bihor","Curatele",28941,
"Bihor","Curtuiuseni",29001,
"Bihor","Derna",29038,
"Bihor","Diosig",29092,
"Bihor","Dobresti",29154,
"Bihor","Draganesti",29243,
"Bihor","Dragesti",29341,
"Bihor","Finis",29403,
"Bihor","Gepiu",32195,
"Bihor","Giris De Cris",29467,
"Bihor","Hidiselu De Sus",29519,
"Bihor","Holod",29573,
"Bihor","Husasau De Tinca",29662,
"Bihor","Ineu",29724,
"Bihor","Lazuri De Beius",29760,
"Bihor","Lazareni",29813,
"Bihor","Lugasu De Jos",29902,
"Bihor","Lunca",29948,
"Bihor","Madaras",30014,
"Bihor","Magesti",30069,
"Bihor","Nojorid",30149,
"Bihor","Olcea",30229,
"Bihor","Osorhei",30274,
"Bihor","Paleu",32161,
"Bihor","Pietroasa",30336,
"Bihor","Pocola",30416,
"Bihor","Pomezeu",30470,
"Bihor","Popesti",30568,
"Bihor","Rabagani",30648,
"Bihor","Remetea",30719,
"Bihor","Rieni",30773,
"Bihor","Rosia",30844,
"Bihor","Rosiori",32187,
"Bihor","Sacadat",30871,
"Bihor","Salacea",30988,
"Bihor","Salard",31011,
"Bihor","Sambata",31057,
"Bihor","Sanmartin",26582,
"Bihor","Santandrei",26653,
"Bihor","Sanicolaul Roman",32179,
"Bihor","Sarbi",31128,
"Bihor","Spinus",31208,
"Bihor","Suplacul De Barcau",31262,
"Bihor","Simian",31333,
"Bihor","Sinteu",31379,
"Bihor","Soimi",31422,
"Bihor","Suncuius",31510,
"Bihor","Tarcea",31565,
"Bihor","Tamaseu",32153,
"Bihor","Tarcaia",31609,
"Bihor","Tauteu",31654,
"Bihor","Tileagd",31716,
"Bihor","Tinca",31789,
"Bihor","Tulca",31841,
"Bihor","Tetchea",31878,
"Bihor","Uileacu De Beius",31921,
"Bihor","Vadu Crisului",31976,
"Bihor","Viisoara",32045,
"Bihor","Varciorog",32090,
"Bihor","Toboliu",32201,
"Bistrita-Nasaud","Bistrita",32394,
"Bistrita-Nasaud","Beclean",32483,
"Bistrita-Nasaud","Nasaud",32544,
"Bistrita-Nasaud","Singeorz Bai",32599,
"Bistrita-Nasaud","Bistrita Birgaului",32633,
"Bistrita-Nasaud","Braniste",32660,
"Bistrita-Nasaud","Budacu De Jos",32704,
"Bistrita-Nasaud","Budesti",32768,
"Bistrita-Nasaud","Caianu Mic",32811,
"Bistrita-Nasaud","Cetate",32884,
"Bistrita-Nasaud","Ciceu Giurgesti",32955,
"Bistrita-Nasaud","Ciceu Mihaiesti",179953,
"Bistrita-Nasaud","Chiochis",33015,
"Bistrita-Nasaud","Chiuza",33122,
"Bistrita-Nasaud","Cosbuc",33177,
"Bistrita-Nasaud","Dumitra",33202,
"Bistrita-Nasaud","Dumitrita",179686,
"Bistrita-Nasaud","Feldru",33248,
"Bistrita-Nasaud","Galatii Bistritei",33275,
"Bistrita-Nasaud","Ilva Mare",33337,
"Bistrita-Nasaud","Ilva Mica",33364,
"Bistrita-Nasaud","Josenii Birgaului",33382,
"Bistrita-Nasaud","Lechinta",33435,
"Bistrita-Nasaud","Lesu",33514,
"Bistrita-Nasaud","Livezile",33541,
"Bistrita-Nasaud","Lunca Ilvei",33603,
"Bistrita-Nasaud","Maieru",33621,
"Bistrita-Nasaud","Matei",33658,
"Bistrita-Nasaud","Magura Ilvei",33729,
"Bistrita-Nasaud","Mariselu",33765,
"Bistrita-Nasaud","Micestii De Cimpie",33845,
"Bistrita-Nasaud","Milas",33881,
"Bistrita-Nasaud","Monor",33952,
"Bistrita-Nasaud","Negrilesti",179659,
"Bistrita-Nasaud","Nimigea",33989,
"Bistrita-Nasaud","Nuseni",34075,
"Bistrita-Nasaud","Parva",34155,
"Bistrita-Nasaud","Petru Rares",34173,
"Bistrita-Nasaud","Poiana Ilvei",179720,
"Bistrita-Nasaud","Prundu Birgaului",34235,
"Bistrita-Nasaud","Rebra",34262,
"Bistrita-Nasaud","Rebrisoara",34280,
"Bistrita-Nasaud","Rodna",34333,
"Bistrita-Nasaud","Romuli",34360,
"Bistrita-Nasaud","Runcu Salvei",179944,
"Bistrita-Nasaud","Salva",34397,
"Bistrita-Nasaud","Silivasu De Cimpie",34422,
"Bistrita-Nasaud","Sinmihaiu De Cimpie",34477,
"Bistrita-Nasaud","Spermezeu",34547,
"Bistrita-Nasaud","Sant",34618,
"Bistrita-Nasaud","Sieu",34645,
"Bistrita-Nasaud","Sieut",34850,
"Bistrita-Nasaud","Sieu Magherus",34690,
"Bistrita-Nasaud","Sieu Odorhei",34770,
"Bistrita-Nasaud","Sintereag",34903,
"Bistrita-Nasaud","Teaca",34985,
"Bistrita-Nasaud","Telciu",35054,
"Bistrita-Nasaud","Tiha Birgaului",35090,
"Bistrita-Nasaud","Tirlisua",35152,
"Bistrita-Nasaud","Uriu",35269,
"Bistrita-Nasaud","Urmenis",35312,
"Bistrita-Nasaud","Zagra",35429,
"Botosani","Botosani",35731,
"Botosani","Dorohoi",36006,
"Botosani","Bucecea",36453,
"Botosani","Darabani",35946,
"Botosani","Flaminzi",37280,
"Botosani","Saveni",36060,
"Botosani","Stefanesti",39168,
"Botosani","Adaseni",40035,
"Botosani","Albesti",36131,
"Botosani","Avrameni",36202,
"Botosani","Baluseni",36300,
"Botosani","Blandesti",39983,
"Botosani","Braesti",36373,
"Botosani","Broscauti",36426,
"Botosani","Calarasi",36499,
"Botosani","Candesti",39967,
"Botosani","Concesti",36532,
"Botosani","Copalau",36569,
"Botosani","Cordareni",36649,
"Botosani","Corlateni",36676,
"Botosani","Corni",36756,
"Botosani","Cosula",39975,
"Botosani","Cotusca",36809,
"Botosani","Cristesti",36907,
"Botosani","Cristinesti",36952,
"Botosani","Curtesti",35759,
"Botosani","Dersca",37011,
"Botosani","Dimacheni",39959,
"Botosani","Dingeni",37057,
"Botosani","Dobarceni",37100,
"Botosani","Draguseni",37173,
"Botosani","Durnesti",37217,
"Botosani","Frumusica",37324,
"Botosani","George Enescu",37397,
"Botosani","Gorbanesti",37459,
"Botosani","Havarna",37547,
"Botosani","Hanesti",37618,
"Botosani","Hiliseu",37672,
"Botosani","Hlipiceni",37734,
"Botosani","Hudesti",37770,
"Botosani","Ibanesti",37823,
"Botosani","Leorda",37850,
"Botosani","Lozna",39942,
"Botosani","Lunca",37912,
"Botosani","Manoleasa",37958,
"Botosani","Mihai Eminescu",38063,
"Botosani","Mihaileni",38161,
"Botosani","Mihalaseni",38241,
"Botosani","Mileanca",38321,
"Botosani","Mitoc",38376,
"Botosani","Nicseni",38456,
"Botosani","Paltinis",38492,
"Botosani","Pomarla",38544,
"Botosani","Prajeni",38580,
"Botosani","Rachiti",35839,
"Botosani","Radauti Prut",38633,
"Botosani","Rauseni",38679,
"Botosani","Ripiceni",38731,
"Botosani","Roma",38811,
"Botosani","Romanesti",38848,
"Botosani","Santa Mare",38893,
"Botosani","Stauceni",35884,
"Botosani","Suharau",38982,
"Botosani","Sulita",39051,
"Botosani","Sendriceni",39122,
"Botosani","Stiubieni",39220,
"Botosani","Todireni",39266,
"Botosani","Trusesti",39328,
"Botosani","Tudora",39391,
"Botosani","Ungureni",39417,
"Botosani","Unteni",39532,
"Botosani","Vaculesti",39612,
"Botosani","Viisoara",39658,
"Botosani","Virfu Cimpului",39694,
"Botosani","Vladeni",39738,
"Botosani","Vlasinesti",39792,
"Botosani","Vorniceni",39836,
"Botosani","Vorona",39872,
"Brasov","Brasov",40198,
"Brasov","Fagaras",40278,
"Brasov","Codlea",40241,
"Brasov","Sacele",40438,
"Brasov","Rupea",40394,
"Brasov","Rasnov",40367,
"Brasov","Predeal",40303,
"Brasov","Victoria",40465,
"Brasov","Zarnesti",40492,
"Brasov","Ghimbav",40214,
"Brasov","Apata",40526,
"Brasov","Augustin",42498,
"Brasov","Beclean",40544,
"Brasov","Bod",40606,
"Brasov","Bran",40633,
"Brasov","Budila",40688,
"Brasov","Bunesti",40704,
"Brasov","Cata",40768,
"Brasov","Cincu",40820,
"Brasov","Comana",40857,
"Brasov","Crizbav",42456,
"Brasov","Cristian",40900,
"Brasov","Dragus",42480,
"Brasov","Dumbravita",40928,
"Brasov","Feldioara",40955,
"Brasov","Fundata",40991,
"Brasov","Halchiu",41033,
"Brasov","Harman",41088,
"Brasov","Hirseni",41113,
"Brasov","Hoghiz",41177,
"Brasov","Holbav",42472,
"Brasov","Homorod",41248,
"Brasov","Jibert",41284,
"Brasov","Lisa",41346,
"Brasov","Maierus",41382,
"Brasov","Mandra",41417,
"Brasov","Moieciu",41471,
"Brasov","Ormenis",41541,
"Brasov","Parau",41578,
"Brasov","Poiana Marului",41621,
"Brasov","Prejmer",41667,
"Brasov","Racos",41701,
"Brasov","Recea",41738,
"Brasov","Sercaia",41818,
"Brasov","Sambata De Sus",42464,
"Brasov","Sinca",41854,
"Brasov","Sinca-Noua",42449,
"Brasov","Sanpetru",41925,
"Brasov","Soars",41943,
"Brasov","Tarlungeni",42003,
"Brasov","Teliu",42058,
"Brasov","Ticus",42076,
"Brasov","Ucea",42101,
"Brasov","Ungra",42156,
"Brasov","Vama Buzaului",42183,
"Brasov","Vistea",42236,
"Brasov","Voila",42307,
"Brasov","Vulcan",42398,
"Braila","Municipiul Braila",42682,
"Braila","Faurei",42753,
"Braila","Ianca",43331,
"Braila","Insuratei",43411,
"Braila","Baraganu",42824,
"Braila","Bertestii De Jos",42842,
"Braila","Bordei Verde",42913,
"Braila","Ciocile",42968,
"Braila","Ciresu",43019,
"Braila","Dudesti",43073,
"Braila","Frecatei",43117,
"Braila","Galbenu",43180,
"Braila","Gemenele",43242,
"Braila","Gradistea",43279,
"Braila","Gropeni",43313,
"Braila","Chiscani",42708,
"Braila","Surdila Greci",42771,
"Braila","Jirlau",43466,
"Braila","Marasu",43493,
"Braila","Maxineni",43563,
"Braila","Mircea Voda",43625,
"Braila","Movila Miresii",43652,
"Braila","Racovita",43698,
"Braila","Ramnicelu",43732,
"Braila","Romanu",43787,
"Braila","Rosiori",43812,
"Braila","Salcia Tudor",43867,
"Braila","Scortaru Nou",43929,
"Braila","Silistea",43992,
