"Judet","Localitate","Cod Siruta","SRC: https://data.gov.ro/dataset/unitati-administrativ-teritoriale-coduri-siruta/resource/6772b5e3-2444-4bf2-8dcb-162fce602d28?view_id=f1d92021-8b11-4f0c-adcb-4fe3a265c4fd"
"Mehedinti","Breznita Ocol",110820,
"Mehedinti","Brosteni",110875,
"Mehedinti","Burila Mare",110946,
"Mehedinti","Butoiesti",111006,
"Mehedinti","Cazanesti",111097,
"Mehedinti","Ciresu",111220,
"Mehedinti","Corcova",111275,
"Mehedinti","Corlatel",111417,
"Mehedinti","Cujmir",111444,
"Mehedinti","Devesel",111480,
"Mehedinti","Darvari",111550,
"Mehedinti","Dubova",112904,
"Mehedinti","Dumbrava",111587,
"Mehedinti","Floresti",111685,
"Mehedinti","Garla Mare",111783,
"Mehedinti","Godeanu",111818,
"Mehedinti","Gogosu",111863,
"Mehedinti","Greci",111916,
"Mehedinti","Grozesti",111989,
"Mehedinti","Gruia",112030,
"Mehedinti","Hinova",112076,
"Mehedinti","Husnicioara",112129,
"Mehedinti","Eselnita",112245,
"Mehedinti","Ilovat",112263,
"Mehedinti","Ilovita",112334,
"Mehedinti","Isverna",112370,
"Mehedinti","Izvoru Barzii",112469,
"Mehedinti","Jiana",112548,
"Mehedinti","Livezile",112600,
"Mehedinti","Malovat",112664,
"Mehedinti","Obarsia Closani",110027,
"Mehedinti","Obarsia Camp",112744,
"Mehedinti","Oprisor",112771,
"Mehedinti","Padina",112806,
"Mehedinti","Patulele",112879,
"Mehedinti","Podeni",112959,
"Mehedinti","Ponoare",112995,
"Mehedinti","Poroina Mare",113153,
"Mehedinti","Pristol",113206,
"Mehedinti","Prunisor",113233,
"Mehedinti","Punghina",113395,
"Mehedinti","Rogova",113466,
"Mehedinti","Salcia",113493,
"Mehedinti","Simian",109826,
"Mehedinti","Sisesti",113625,
"Mehedinti","Sovarna",113698,
"Mehedinti","Stangaceaua",113518,
"Mehedinti","Svinita",113607,
"Mehedinti","Tamna",113732,
"Mehedinti","Vanatori",113849,
"Mehedinti","Vanjulet",113894,
"Mehedinti","Vladaia",113929,
"Mehedinti","Voloiac",113974,
"Mehedinti","Braniste",114060,
"Mehedinti","Vrata",114079,
"Mures","Tirgu Mures",114319,
"Mures","Sighisoara",114514,
"Mures","Reghin",114809,
"Mures","Tirnaveni",114925,
"Mures","Iernut",117827,
"Mures","Ludus",114710,
"Mures","Sovata",114854,
"Mures","Miercurea Niraj",118281,
"Mures","Sarmasu",119242,
"Mures","Singeorgiu De Padure",119331,
"Mures","Ungheni",119894,
"Mures","Acatari",114970,
"Mures","Adamus",115076,
"Mures","Albesti",114603,
"Mures","Alunis",115147,
"Mures","Apold",115183,
"Mures","Atintis",115236,
"Mures","Bahnea",115307,
"Mures","Band",115389,
"Mures","Batos",115520,
"Mures","Bagaciu",115575,
"Mures","Bala",115600,
"Mures","Balauseri",115637,
"Mures","Beica De Jos",115708,
"Mures","Bichis",115771,
"Mures","Bogata",115824,
"Mures","Breaza",115851,
"Mures","Brincovenesti",115897,
"Mures","Ceuasu De Cimpie",115959,
"Mures","Chetani",116046,
"Mures","Chiheru De Jos",116126,
"Mures","Coroisinmartin",116171,
"Mures","Cozma",116224,
"Mures","Craciunesti",116288,
"Mures","Craiesti",116340,
"Mures","Cristesti",114355,
"Mures","Cucerdea",116395,
"Mures","Cuci",116439,
"Mures","Danes",116493,
"Mures","Deda",116545,
"Mures","Eremitu",116590,
"Mures","Ernei",116652,
"Mures","Faragau",116723,
"Mures","Fintinele",116796,
"Mures","Galesti",116867,
"Mures","Ganesti",116938,
"Mures","Gheorghe Doja",116983,
"Mures","Ghindari",117042,
"Mures","Glodeni",117113,
"Mures","Gornesti",117177,
"Mures","Grebenisu De Cimpie",117275,
"Mures","Gurghiu",117319,
"Mures","Hodac",117426,
"Mures","Hodosa",117505,
"Mures","Ibanesti",117550,
"Mures","Iclanzel",117667,
"Mures","Ideciu De Jos",117783,
"Mures","Livezeni",117925,
"Mures","Lunca",117998,
"Mures","Lunca Bradului",118058,
"Mures","Magherani",118094,
"Mures","Mica",118209,
"Mures","Chibed",120478,
"Mures","Mihesu De Cimpie",118370,
"Mures","Nades",118469,
"Mures","Neaua",118511,
"Mures","Ogra",118575,
"Mures","Papiu Ilarian",118637,
"Mures","Panet",118691,
"Mures","Pasareni",118753,
"Mures","Petelea",118799,
"Mures","Pogaceaua",118824,
"Mures","Rastolita",118931,
"Mures","Riciu",118995,
"Mures","Rusii Munti",119153,
"Mures","Saschiz",119206,
"Mures","Sincraiu De Mures",114382,
"Mures","Singeorgiu De Mures",114417,
"Mures","Singer",119386,
"Mures","Sinpaul",119466,
"Mures","Sinpetru De Cimpie",119527,
"Mures","Sintana De Mures",114453,
"Mures","Solovastru",119590,
"Mures","Stinceni",119625,
"Mures","Suplac",119661,
"Mures","Suseni",119723,
"Mures","Saulia",119750,
"Mures","Sincai",119803,
"Mures","Taureni",119858,
"Mures","Valea Larga",119974,
"Mures","Vargata",120076,
"Mures","Vatava",120138,
"Mures","Vetca",120174,
"Mures","Viisoara",120218,
"Mures","Vinatori",120254,
"Mures","Voivodeni",120316,
"Mures","Zagar",120343,
"Mures","Zau De Cimpie",120370,
"Mures","Bereni",120511,
"Mures","Corunca",120487,
"Mures","Madaras",120502,
"Mures","Sarateni",120496,
"Neamt","Piatra Neamt",120726,
"Neamt","Roman",120860,
"Neamt","Targu Neamt",121055,
"Neamt","Bicaz",120968,
"Neamt","Roznov",124117,
"Neamt","Agapia",121108,
"Neamt","Alex Cel Bun",124938,
"Neamt","Bahna",121153,
"Neamt","Baltatesti",121242,
"Neamt","Bara",121386,
"Neamt","Bargaoani",121466,
"Neamt","Bicaz Chei",121297,
"Neamt","Bicazu Ardelean",121340,
"Neamt","Bodesti",121607,
"Neamt","Boghicea",125178,
"Neamt","Borca",121652,
"Neamt","Borlesti",121732,
"Neamt","Botesti",121796,
"Neamt","Bozieni",121876,
"Neamt","Brusturi",121938,
"Neamt","Candesti",122061,
"Neamt","Ceahlau",122025,
"Neamt","Cordun",120888,
"Neamt","Costisa",122132,
"Neamt","Cracaoani",122187,
"Neamt","Damuc",122249,
"Neamt","Dobreni",122285,
"Neamt","Dochia",125098,
"Neamt","Doljesti",122347,
"Neamt","Dragomiresti",122392,
"Neamt","Draganesti",125132,
"Neamt","Dulcesti",122463,
"Neamt","Dumbrava Rosie",120771,
"Neamt","Farcasa",122551,
"Neamt","Faurei",122613,
"Neamt","Gadinti",125150,
"Neamt","Garcina",122828,
"Neamt","Gheraiesti",122668,
"Neamt","Ghindaoani",125114,
"Neamt","Girov",122702,
"Neamt","Grinties",122864,
"Neamt","Grumazesti",122908,
"Neamt","Hangu",122953,
"Neamt","Horia",120922,
"Neamt","Icusesti",123013,
"Neamt","Ion Creanga",123102,
"Neamt","Margineni",123175,
"Neamt","Moldoveni",123228,
"Neamt","Negresti",125169,
"Neamt","Oniceni",123255,
"Neamt","Pastraveni",123371,
"Neamt","Pancesti",125141,
"Neamt","Pangarati",123601,
"Neamt","Petricani",123424,
"Neamt","Piatra Soimului",123479,
"Neamt","Pipirig",123521,
"Neamt","Podoleni",123674,
"Neamt","Poiana Teiului",123790,
"Neamt","Poienari",123709,
"Neamt","Raucesti",123914,
"Neamt","Razboieni",123969,
"Neamt","Rediu",124028,
"Neamt","Romani",124073,
"Neamt","Ruginoasa",125105,
"Neamt","Sagna",124153,
"Neamt","Sabaoani",124206,
"Neamt","Savinesti",120824,
"Neamt","Secuieni",124233,
"Neamt","Stanita",124331,
"Neamt","St Cel Mare",124411,
"Neamt","Tarcau",124493,
"Neamt","Tasca",124563,
"Neamt","Tazlau",124616,
"Neamt","Tamaseni",124634,
"Neamt","Timisesti",124661,
"Neamt","Trifesti",124723,
"Neamt","Tupilati",124750,
"Neamt","Tibucani",124803,
"Neamt","Urecheni",124849,
"Neamt","Valea Ursului",124885,
"Neamt","Valeni",125123,
"Neamt","Vanatori",125016,
"Neamt","Zanesti",125061,
"Olt","Municipiul Caracal",125472,
"Olt","Municipiul Slatina",125347,
"Olt","Oras Bals",125418,
"Olt","Oras Corabia",125542,
"Olt","Oras Draganesti-Olt",125622,
"Olt","Oras Piatra-Olt",128105,
"Olt","Oras Potcoava",128374,
"Olt","Oras Scornicesti",128711,
"Olt","Comuna Baldovinesti",125677,
"Olt","Comuna Babiciu",125659,
"Olt","Comuna Balteni",130286,
"Olt","Comuna Barasti",125757,
"Olt","Comuna Barza",125846,
"Olt","Comuna Bobicesti",125873,
"Olt","Comuna Brastavatu",125962,
"Olt","Comuna Brancoveni",126022,
"Olt","Comuna Brebeni",125999,
"Olt","Comuna Bucinisu",126077,
"Olt","Comuna Calui",130295,
"Olt","Comuna Carlogani",126166,
"Olt","Comuna Cezieni",126102,
"Olt","Comuna Cilieni",126148,
"Olt","Comuna Colonesti",126228,
"Olt","Comuna Corbu",126326,
"Olt","Comuna Coteana",126380,
"Olt","Comuna Crampoia",126406,
"Olt","Comuna Cungrea",126503,
"Olt","Comuna Curtisoara",126433,
"Olt","Comuna Daneasa",126585,
"Olt","Comuna Deveselu",126647,
"Olt","Comuna Dobretu",126674,
"Olt","Comuna Dobrosloveni",126718,
"Olt","Comuna Dobroteasa",126772,
"Olt","Comuna Dobrun",126825,
"Olt","Comuna Draghiceni",125490,
"Olt","Comuna Fagetelu",126905,
"Olt","Comuna Falcoiu",126978,
"Olt","Comuna Farcasele",127019,
"Olt","Comuna Ganeasa",127064,
"Olt","Comuna Gavanesti",130302,
"Olt","Comuna Garcov",125588,
"Olt","Comuna Ghimpeteni",130311,
"Olt","Comuna Giuvarasti",127126,
"Olt","Comuna Gostavatu",127144,
"Olt","Comuna Gradinari",127171,
"Olt","Comuna Gradinile",130320,
"Olt","Comuna Grojdibodu",127224,
"Olt","Comuna Gura Padinii",130339,
"Olt","Comuna Ianca",127251,
"Olt","Comuna Iancu Jianu",127288,
"Olt","Comuna Icoana",127322,
"Olt","Comuna Ipotesti",130348,
"Olt","Comuna Izbiceni",127368,
"Olt","Comuna Izvoarele",127386,
"Olt","Comuna Leleasca",127411,
"Olt","Comuna Maruntei",127493,
"Olt","Comuna Mihaesti",127536,
"Olt","Comuna Milcov",127563,
"Olt","Comuna Morunglav",127625,
"Olt","Comuna Movileni",127689,
"Olt","Comuna N.Titulescu",127714,
"Olt","Comuna Obarsia",127750,
"Olt","Comuna Oboga",127812,
"Olt","Comuna Oporelu",127858,
"Olt","Comuna Optasi Magura",127901,
"Olt","Comuna Orlea",127938,
"Olt","Comuna Osica De Jos",130357,
"Olt","Comuna Osica De Sus",127983,
"Olt","Comuna Parscoveni",128178,
"Olt","Comuna Perieti",128052,
"Olt","Comuna Plesoiu",128221,
"Olt","Comuna Poboru",128301,
"Olt","Comuna Priseaca",128436,
"Olt","Comuna Radomiresti",128472,
"Olt","Comuna Redea",128524,
"Olt","Comuna Rotunda",128560,
"Olt","Comuna Rusanesti",128588,
"Olt","Comuna Samburesti",128882,
"Olt","Comuna Sarbii-Magura",130366,
"Olt","Comuna Scarisoara",128613,
"Olt","Comuna Schitu",128659,
"Olt","Comuna Seaca",128864,
"Olt","Comuna Slatioara",125374,
"Olt","Comuna Spineni",128962,
"Olt","Comuna Sprancenata",129040,
"Olt","Comuna Stoenesti",129095,
"Olt","Comuna Stoicanesti",129111,
"Olt","Comuna Strejesti",129139,
"Olt","Comuna Studina",129184,
"Olt","Comuna Serbanesti",129246,
"Olt","Comuna Soparlita",130384,
"Olt","Comuna Stefan Cel Mare",129282,
"Olt","Comuna Tatulesti",129317,
"Olt","Comuna Teslui",129380,
"Olt","Comuna Tia Mare",129460,
"Olt","Comuna Topana",129503,
"Olt","Comuna Traian",129567,
"Olt","Comuna Tufeni",129585,
"Olt","Comuna Urzica",129629,
"Olt","Comuna Valea Mare",129656,
"Olt","Comuna Vadastra",129718,
"Olt","Comuna Vadastrita",129745,
"Olt","Comuna Valeni",129763,
"Olt","Comuna Valcele",129987,
"Olt","Comuna Verguleasa",129816,
"Olt","Comuna Visina",129898,
"Olt","Comuna Visina Noua",130375,
"Olt","Comuna Vitomiresti",129914,
"Olt","Comuna Vladila",130026,
"Olt","Comuna Voineasa",130062,
"Olt","Comuna Vulpeni",130124,
"Olt","Comuna Vulturesti",130231,
"Prahova","Mun. Campina",131256,
"Prahova","Mun. Ploiesti",130534,
"Prahova","Azuga",130954,
"Prahova","Baicoi",130981,
"Prahova","Boldesti Scaieni",131069,
"Prahova","Breaza",131103,
"Prahova","Busteni",131210,
"Prahova","Comarnic",131336,
"Prahova","Mizil",131407,
"Prahova","Plopeni",131443,
"Prahova","Sinaia",131540,
"Prahova","Slanic",131577,
"Prahova","Urlati",131620,
"Prahova","Valenii De Munte",131817,
"Prahova","Adunati",131899,
"Prahova","Albesti Paleologu",131933,
"Prahova","Alunis",131988,
"Prahova","Apostolache",132011,
"Prahova","Aricesti Rahtivani",132075,
"Prahova","Aricesti Zeletin",132137,
"Prahova","Baba Ana",132164,
"Prahova","Balta Doamnei",132226,
"Prahova","Baltesti",132271,
"Prahova","Banesti",132315,
"Prahova","Barcanesti",130552,
"Prahova","Batrani",136278,
"Prahova","Bertea",132342,
"Prahova","Berceni",130614,
"Prahova","Boldesti Gradistea",132379,
"Prahova","Blejoi",130678,
"Prahova","Brebu",132404,
"Prahova","Brazi",130712,
"Prahova","Bucov",130785,
"Prahova","Calugareni",132459,
"Prahova","Carbunesti",132486,
"Prahova","Ceptura",132510,
"Prahova","Cerasu",132574,
"Prahova","Chiojdeanca",132645,
"Prahova","Ciorani",132681,
"Prahova","Cocorasti Colt",136241,
"Prahova","Cocorastii Mislii",132716,
"Prahova","Colceag",132752,
"Prahova","Cornu",132805,
"Prahova","Cosminele",132841,
"Prahova","Drajna",132896,
"Prahova","Draganesti",133018,
"Prahova","Dumbrava",133090,
"Prahova","Dumbravesti",131461,
"Prahova","Filipestii De Padure",133161,
"Prahova","Filipestii De Targ",133214,
"Prahova","Fantanele",133278,
"Prahova","Floresti",133330,
"Prahova","Fulga",133394,
"Prahova","Gherghita",133429,
"Prahova","Gorgota",133508,
"Prahova","Gornet",133562,
"Prahova","Gornet Cricov",133615,
"Prahova","Gura Vadului",133688,
"Prahova","Gura Vitioarei",131835,
"Prahova","Iordacheanu",133722,
"Prahova","Izvoarele",133795,
"Prahova","Jugureni",133866,
"Prahova","Lapos",133919,
"Prahova","Lipanesti",133964,
"Prahova","Magurele",134014,
"Prahova","Magureni",134050,
"Prahova","Maneciu",134096,
"Prahova","Manesti",134194,
"Prahova","Olari",136250,
"Prahova","Paulesti",130847,
"Prahova","Pacureti",134336,
"Prahova","Plopu",134390,
"Prahova","Podenii Noi",134443,
"Prahova","Poienarii Burchi",134559,
"Prahova","Poiana Campina",131274,
"Prahova","Posesti",134648,
"Prahova","Predeal Sarari",134755,
"Prahova","Provita De Jos",134853,
"Prahova","Provita De Sus",134899,
"Prahova","Puchenii Mari",134942,
"Prahova","Rafov",135020,
"Prahova","Salcia",135128,
"Prahova","Salciile",135146,
"Prahova","Scorteni",135164,
"Prahova","Secaria",135226,
"Prahova","Sangeru",135244,
"Prahova","Starchiojd",135315,
"Prahova","Surani",135404,
"Prahova","Sirna",135431,
"Prahova","Soimari",135501,
"Prahova","Sotrile",135547,
"Prahova","Stefesti",135618,
"Prahova","Talea",135654,
"Prahova","Targsoru Vechi",130892,
"Prahova","Tataru",135681,
"Prahova","Teisani",135725,
"Prahova","Telega",135789,
"Prahova","Tinosu",135850,
"Prahova","Tomsani",135896,
"Prahova","Vadu Sapat",136269,
"Prahova","Valea Calugareasca",135949,
"Prahova","Valea Doftanei",136107,
"Prahova","Varbilau",136134,
"Prahova","Valcanesti",136198,
"Satu Mare","Satu Mare",136483,
"Satu Mare","Carei",136526,
"Satu Mare","Livada",138039,
"Satu Mare","Tasnad",136642,
"Satu Mare","Ardud",136848,
"Satu Mare","Negresti",136599,
"Satu Mare","Acas",136713,
"Satu Mare","Agris",179873,
"Satu Mare","Andrid",136768,
"Satu Mare","Apa",136802,
"Satu Mare","Barsau",137103,
"Satu Mare","Batarci",136919,
"Satu Mare","Beltiug",136964,
"Satu Mare","Berveni",137032,
"Satu Mare","Bixad",137069,
"Satu Mare","Bogdand",137130,
"Satu Mare","Botiz",137185,
"Satu Mare","Calinesti",137229,
"Satu Mare","Camarzana",137274,
"Satu Mare","Camin",179677,
"Satu Mare","Capleni",136553,
"Satu Mare","Cauas",137292,
"Satu Mare","Cehal",137363,
"Satu Mare","Certeze",137407,
"Satu Mare","Ciumesti",179882,
"Satu Mare","Craidorolt",137443,
"Satu Mare","Crucisor",137504,
"Satu Mare","Culciu",137540,
"Satu Mare","Doba",137611,
"Satu Mare","Dorolt",137675,
"Satu Mare","Foieni",137728,
"Satu Mare","Gherta Mica",137746,
"Satu Mare","Halmeu",137764,
"Satu Mare","Hodod",137844,
"Satu Mare","Homoroade",137899,
"Satu Mare","Lazuri",137960,
"Satu Mare","Mediesu Aurit",138084,
"Satu Mare","Micula",138164,
"Satu Mare","Moftin",138208,
"Satu Mare","Odoreu",138280,
"Satu Mare","Orasu Nou",138351,
"Satu Mare","Paulesti",138431,
"Satu Mare","Petresti",138501,
"Satu Mare","Pir",138538,
"Satu Mare","Piscolt",138574,
"Satu Mare","Pomi",138618,
"Satu Mare","Porumbesti",180028,
"Satu Mare","Racşa",138404,
"Satu Mare","Sacaseni",138770,
"Satu Mare","Sanislau",138663,
"Satu Mare","Santau",138734,
"Satu Mare","Sauca",138805,
"Satu Mare","Socond",138869,
"Satu Mare","Supur",138921,
"Satu Mare","Tarna Mare",139009,
"Satu Mare","Tarsolt",139143,
"Satu Mare","Terebesti",139054,
"Satu Mare","Tiream",139107,
"Satu Mare","Turt",139170,
"Satu Mare","Turulung",139214,
"Satu Mare","Urziceni",139250,
"Satu Mare","Valea Vinului",139287,
"Satu Mare","Vama",139330,
"Satu Mare","Vetis",139358,
"Satu Mare","Viile Satu Mare",139394,
"Salaj","Primaria Zalau",139704,
"Salaj","Primaria Cehu Silvaniei",139740,
"Salaj","Primaria Jibou",139811,
"Salaj","Primaria Simleul Silvaniei",139884,
"Salaj","Primaria Agrij",139937,
"Salaj","Primaria Almas",139982,
"Salaj","Primaria Babeni",140084,
"Salaj","Primaria Balan",140146,
"Salaj","Primaria Banisor",140208,
"Salaj","Primaria Benesat",140244,
"Salaj","Primaria Bobota",140280,
"Salaj","Primaria Bocsa",140324,
"Salaj","Primaria Boghis",180037,
"Salaj","Primaria Buciumi",140379,
"Salaj","Primaria Camar",140440,
"Salaj","Primaria Carastelec",140477,
"Salaj","Primaria Chiesd",140501,
"Salaj","Primaria Cizer",140547,
"Salaj","Primaria Coseiu",140583,
"Salaj","Primaria Crasna",140627,
"Salaj","Primaria Creaca",140672,
"Salaj","Primaria Cristolt",140770,
"Salaj","Primaria Criseni",140823,
"Salaj","Primaria Cuzaplac",140869,
"Salaj","Primaria Dobrin",140958,
"Salaj","Primaria Dragu",141027,
"Salaj","Primaria Fildu De Jos",141081,
"Salaj","Primaria Galgau",141134,
"Salaj","Primaria Garbou",141232,
"Salaj","Primaria Halmasd",141312,
"Salaj","Primaria Hereclean",141376,
"Salaj","Primaria Hida",141447,
"Salaj","Primaria Horoatu Crasnei",141535,
"Salaj","Primaria Ileanda",141580,
"Salaj","Primaria Ip",141722,
"Salaj","Primaria Letca",141786,
"Salaj","Primaria Lozna",141884,
"Salaj","Primaria Marca",141946,
"Salaj","Primaria Maeriste",142006,
"Salaj","Primaria Mesesenii De Jos",142079,
"Salaj","Primaria Mirsid",142122,
"Salaj","Primaria Napradea",142177,
"Salaj","Primaria Nusfalau",142239,
"Salaj","Primaria Pericei",142284,
"Salaj","Primaria Plopis",142337,
"Salaj","Primaria Poiana Blenchii",142373,
"Salaj","Primaria Romanasi",142426,
"Salaj","Primaria Rus",142499,
"Salaj","Primaria Salatig",142550,
"Salaj","Primaria Simisna",179695,
"Salaj","Primaria Sag",142612,
"Salaj","Primaria Sanmihaiu Almasului",142676,
"Salaj","Primaria Somes Odorhei",142710,
"Salaj","Primaria Surduc",142774,
"Salaj","Primaria Samsud",142854,
"Salaj","Primaria Sarmasag",142881,
"Salaj","Primaria Treznea",179631,
"Salaj","Primaria Valcaul De Jos",142952,
"Salaj","Primaria Varsolt",143021,
"Salaj","Primaria Zalha",143067,
"Salaj","Primaria Zimbor",143147,
"Sibiu","Sibiu",143450,
"Sibiu","Medias",143619,
"Sibiu","Agnita",143682,
"Sibiu","Avrig",144054,
"Sibiu","Cisnadie",143735,
"Sibiu","Copsa Mica",143771,
"Sibiu","Dumbraveni",143806,
"Sibiu","Miercurea Sibiului",144928,
"Sibiu","Ocna Sibiului",143851,
"Sibiu","Saliste",145499,
"Sibiu","Talmaciu",145827,
"Sibiu","Alma",146012,
"Sibiu","Altina",143888,
"Sibiu","Apoldu De Jos",143922,
"Sibiu","Arpasu De Jos",143959,
"Sibiu","Atel",143995,
"Sibiu","Axente Sever",144116,
"Sibiu","Bazna",144152,
"Sibiu","Biertan",144198,
"Sibiu","Birghis",144232,
"Sibiu","Blajel",144303,
"Sibiu","Boita",146021,
"Sibiu","Brateiu",144349,
"Sibiu","Bradeni",144376,
"Sibiu","Bruiu",144410,
"Sibiu","Chirpar",144456,
"Sibiu","Cirta",144508,
"Sibiu","Cirtisoara",144535,
"Sibiu","Cristian",143487,
"Sibiu","Dirlos",144553,
"Sibiu","Gura Riului",144599,
"Sibiu","Hoghilag",144615,
"Sibiu","Iacobeni",144651,
"Sibiu","Jina",144713,
"Sibiu","Laslea",144731,
"Sibiu","Loamnes",144795,
"Sibiu","Ludos",144866,
"Sibiu","Marpod",144893,
"Sibiu","Merghindeal",144964,
"Sibiu","Micasasa",144991,
